user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What should you do if a person appears unconscious?,"['## 3.1 Introduction to first aid and CPR\nFollowing (ABCD) points may be noted in the patient during such emergency :  \n1. Airways : Airways are clear ?  \n2. Beathing : Respiration is adequately maintained ?  \n3. Circulation : any possibility of internal bleeding ?  \n4. Disability : difficulty in body functions or, activity limitations ?  \nIn such scenario, the following points should be kept in mind and appropriate actions taken accordingly for the benefit of the patient :  \n1. Is the environment safe for the person?\n2. Is the person conscious or unconscious?\n3. If the person appears unconscious, tap &amp; talk, shake his/her shoulder and ask loudly (shout) , ""Are you okay?""\n4. Call your local emergency helpline number.\n5. Look &amp; listen : See the movements of chest, and try to listen breathing sound\n6. Try to feel pulse at neck (carotid artery, one side, not more than 10 seconds)\n7. Begin CPR.\n8. If an AED is available, deliver one shock as instructed, then begin CPR.', ""## WHAT ARE MY TREATMENT OPTIONS?\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart\n- Cover the person with cool, wet cloths\n- Do not use butter, ointments or any other home remedy at site of electrocution\n- Do not break the blisters or remove burned skin""]","If a person appears unconscious, you should:

1. Tap and talk, shake their shoulder, and ask loudly, ""Are you okay?""
2. Call your local emergency helpline number.
3. Look and listen for the movements of the chest and try to listen for breathing sounds.
4. Try to feel the pulse at the neck (carotid artery, one side, not more than 10 seconds).
5. Begin CPR if necessary.","Tap and talk, shake their shoulder and ask loudly if they are okay. Call emergency services. Look for chest movements and listen for breathing. Feel for pulse at the neck. Begin CPR. Use AED if available.",1.0,0.9999996080673509,0.9999999999,1.0
What is the recommended compression depth for infants in CPR?,"['## CPR : Compression only (hands-only); C-A-B\nFor adults with cardiac arrest, compression-only (hands-only) CPR involves chest compressions without ventilation support. It is recommended as the method of choice for the untrained person (helper) as it is easier to perform.  \nThe recommended order of interventions is chest compressions, airway, breathing (CAB) in most situations, with a compression rate of at least 100 per minute in all groups. Recommended compression depth in adults and children is about 5 cm (2 inches) and in infants it is 4 centimetres.  \nIn adults, rescuers should use two hands for the chest compressions, whereas in small children one hand should be used  and two fingers (index and middle fingers) should be used in babies (infants).  \nCompression-only CPR is not as good for children who are more likely to have cardiac arrest from respiratory causes. Both, children and adults, should receive about 100 chest compressions per minute.', '## CRAVAT BANDAGE FOR THE CHEEK OR EARS\n- Use the wide cravat. Start with the  middle of the cravat over the  compress covering the cheek or  the ear.\n- Carry one end over the top of the  head and the other under the  chin.\n- Cross the ends at the opposite  side.\n- Bring the short end back around  the forehead and the long end  around the back of the head.\n- Tie them down over the compress']",The recommended compression depth in infants is 4 centimeters.,4 centimeters.,1.0,0.8808863470137986,0.9999999999,1.0
What are the common causes of burns?,"['## WHAT IS BURNS?\n- A burn is an injury to tissue or skin that can be caused by several sources\n- Heat\n- Sunlight\n- Chemicals\n- Electricity\n- Radiation\n- There are six degrees (types) of burns, with 1st thru 3rd being most common household or workplace related\n- First-degree: damages the outer layer of skin only (epidermis)\n- Second-degree: damages both the outer layer and the layer underneath (dermis)\n- Third-degree: damages the deepest layers of skin and underlying tissues, often destroying these tissues\n- Fourth-degree: extends into fat layer\n- Fifth-degree: extends into muscle layers\n- Sixth-degree: extends into bone\n- The severity of a burn depends on how large of an area it covers and how deep the damage goes', '## 3.1 Introduction to first aid and CPR\nCPR can keep oxygenated blood flowing to the brain and other vital organs until more definitive medical treatment restores a normal heart activity.  \nWhen the heart stops, the lack of oxygenated blood can cause brain damage in only a few minutes. A person may die within 5 to 10 minutes.', '## BANDAGE\nThe bandage is any material  that is used to hold a dressing or  compress in place, to prevemt infection of a wound, to  apply pressure to control bleeding or to support broken  bones when used as a sling. These includes gauze,  triangular, Elastic, and tubular bandage. The most papular bandage  in first aid is the triangular bandage. A triangular bandage  may be used as open or folded. Once folded it is called  cravat.']","The common causes of burns include being scalded by hot liquids, steam, or hot surfaces, building fires, flammable liquids and gases, chemicals (wet or dry), electricity, and radiation.","Being scalded by hot liquids, steam, or hot surfaces, building fires, flammable liquids and gases, chemicals (wet or dry), electricity, and radiation.",0.3333333333333333,1.0000000000000002,0.9999999999,0.0
What determines the severity of a burn?,"['## WHAT IS BURNS?\n- A burn is an injury to tissue or skin that can be caused by several sources\n- Heat\n- Sunlight\n- Chemicals\n- Electricity\n- Radiation\n- There are six degrees (types) of burns, with 1st thru 3rd being most common household or workplace related\n- First-degree: damages the outer layer of skin only (epidermis)\n- Second-degree: damages both the outer layer and the layer underneath (dermis)\n- Third-degree: damages the deepest layers of skin and underlying tissues, often destroying these tissues\n- Fourth-degree: extends into fat layer\n- Fifth-degree: extends into muscle layers\n- Sixth-degree: extends into bone\n- The severity of a burn depends on how large of an area it covers and how deep the damage goes', '## BANDAGE\nThe bandage is any material  that is used to hold a dressing or  compress in place, to prevemt infection of a wound, to  apply pressure to control bleeding or to support broken  bones when used as a sling. These includes gauze,  triangular, Elastic, and tubular bandage. The most papular bandage  in first aid is the triangular bandage. A triangular bandage  may be used as open or folded. Once folded it is called  cravat.', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :""]",The severity of a burn depends on how large of an area it covers and how deep the damage goes.,The severity of a burn depends on how large of an area it covers and how deep the damage goes.,1.0,0.9508363933213287,0.9999999999,1.0
What should you do for a minor electrical burn?,"[""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart"", ""## Compressions\nIf you are alone, perform five cycles of compressions and breaths on the child - this should take about two minutes - before calling your local emergency help number and getting the AED, if one is available.  \n1. Put the child on the back on a firm surface.\n2. Kneel next to the child's neck and shoulders.\n3. Use two hands, or only one hand if the child is very small, to perform chest compressions. Press straight down on  the chest about 2 inches (approximately 5 cm). Push hard at a rate of 100 to 120 compressions a minute.""]","For a minor electrical burn, you should:

- Check for breathing.
- If the person is not breathing, start rescue breathing if you know how.
- Raise burned arms and legs higher than the person's heart.
- Cover the person with cool, wet cloths.
- After cleansing, a mild antibiotic ointment and bandage may be applied.
- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years.","Treat with cool (not cold or ice) compresses. After cleansing, apply mild antibiotic ointment and a bandage. A tetanus shot is recommended if not received in the last 10 years.",0.6666666666666666,1.0,0.9999999999,1.0
What should you do if someone has swallowed a chemical substance?,"[""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart"", '## Method\n- Wash hands and wear gloves if possible\n- In case of contaminated wounds, cleanwith  antiseptic solution\n- If antiseptic solution is unavailable, washthe  wound with soap andwater\n- Dry the sides of the wound\n- Open the dressing by removing the  wrappings\n- Place the dressing directly over the wound\n- Bandage firmly using triangular bandage and  secure it by tying the two ends together by  reef knot.\n- Gauze taken in layers may be used instead of  dressing\n- A piece of cloth cut in the shape of bandage  may be used instead of bandage\n- Wash hands with soap and water after  dressing  \n·  \n·  \n·  \n·', ""## Compressions\n1. Put the person on his/her back on a firm surface.\n2. Kneel next to the person's neck and shoulders.\n3. Place the heel of one hand over the centre of the person's chest, between the nipples. Place your other hand on top of the first hand. Keep your elbows straight and position your shoulders directly above your hands.\n4. Use your upper body weight as you push straight down on the chest at least 2 inches (approximately 5 cm). Push hard at a rate of 100 compressions a minute.\n5. If you haven't been trained in CPR, continue chest compressions until there are signs of movement or until emergency medical help arrives. If you have been trained in CPR, go on to next step, opening the airway and rescue breathing.  \nCPR method, compression (Source: Wikipedia)""]",Call poison control first (1-800-222-1222) and then 911. It is helpful to know what chemical product has been swallowed and take it with you to the hospital if unsure.,Call poison control first (1-800-222-1222) and then 911. Know what chemical product was swallowed and take it to the hospital if unsure.,1.0,0.9343673013493475,0.9999999999,1.0
What is a cravat bandage?,"['## BANDAGE\nThe bandage is any material  that is used to hold a dressing or  compress in place, to prevemt infection of a wound, to  apply pressure to control bleeding or to support broken  bones when used as a sling. These includes gauze,  triangular, Elastic, and tubular bandage. The most papular bandage  in first aid is the triangular bandage. A triangular bandage  may be used as open or folded. Once folded it is called  cravat.', '## WHAT IS BURNS?\n- A burn is an injury to tissue or skin that can be caused by several sources\n- Heat\n- Sunlight\n- Chemicals\n- Electricity\n- Radiation\n- There are six degrees (types) of burns, with 1st thru 3rd being most common household or workplace related\n- First-degree: damages the outer layer of skin only (epidermis)\n- Second-degree: damages both the outer layer and the layer underneath (dermis)\n- Third-degree: damages the deepest layers of skin and underlying tissues, often destroying these tissues\n- Fourth-degree: extends into fat layer\n- Fifth-degree: extends into muscle layers\n- Sixth-degree: extends into bone\n- The severity of a burn depends on how large of an area it covers and how deep the damage goes', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :""]","A cravat bandage is a type of bandage that is used to hold a dressing or compress in place, apply pressure to control bleeding, or support broken bones when used as a sling. It is typically made from a triangular piece of material and can be used in various applications, such as for the neck, eye, forehead, cheek, ears, elbow, knee, and other body parts.","A cravat is a triangular bandage that has been folded. It is used for various bandaging applications including head, eye, elbow, knee, and shoulder injuries.",0.14285714285714285,0.9441772368342742,0.9999999999,0.5
"How is a cravat bandage for the forearm, arm, leg, or thigh applied?","['## CRAVAT FOR THE FOREARM, ARM, LEG AND  THIGH\n- Place center of cravat over the  dressing\n- Begin ascending turns wit  upper end and descending  turns with lower end, with  each turn covering two-third  of preceding turn until dressing is covered.\n- Terminate by tying both ends  in square knot.', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply a cravat bandage for the forearm, arm, leg, or thigh:

1. Place the center of the cravat over the dressing.
2. Begin ascending turns with the upper end and descending turns with the lower end, with each turn covering two-thirds of the preceding turn until the dressing is covered.
3. Terminate by tying both ends in a square knot.","Place center of cravat over the dressing. Begin ascending turns with upper end and descending turns with lower end, each turn covering two-thirds of the previous turn until dressing is covered. Terminate by tying both ends in a square knot.",1.0,0.9541083277045634,0.9999999999,1.0
What are the fire safety recommendations for homes with small children?,"['## HOW DO I REDUCE MY RISK?\n- Install smoke detectors and ensure strict maintenance (change batteries) and testing to make sure they are working\n- General fire safety knowledge and family training\n- Fire escape plans and practice drills\n- Have your fireplace professionally cleaned and inspected yearly\n- Fire extinguisher on every floor and training on how to operate\n- Careful use of space heaters\n- Keep pot and pan handles turned toward the back of the stove while cooking\n- If you have small children\n- Teach children to avoid hot surfaces (stove, campfires, fireworks)\n- Outlet covers\n- Safety locks on cleaning supply storage\n- Do not carry hot items while carrying your child\n- Test bath water before placing your child in the tub\n- Check the temperature of heated beverages before giving them to your child\n- Keep matches and lighters away from your children\n- Test car seats and belt buckles when getting into a hot car\n- If working in a profession with a high risk of burn potential, follow all safety regulations', ""## Compressions\nIf you are alone, perform five cycles of compressions and breaths on the child - this should take about two minutes - before calling your local emergency help number and getting the AED, if one is available.  \n1. Put the child on the back on a firm surface.\n2. Kneel next to the child's neck and shoulders.\n3. Use two hands, or only one hand if the child is very small, to perform chest compressions. Press straight down on  the chest about 2 inches (approximately 5 cm). Push hard at a rate of 100 to 120 compressions a minute."", '## Purposes of dressing-\n- To protect thewound\n- To control/ stop bleeding\n- To apply medication\n- To absorb excess moisture / discharges from  the wound\n- To prevent infection\n- To prevent further injury\n- To promote healing\n- Provide comfort']","- Teach children to avoid hot surfaces (stove, campfires, fireworks).
- Use outlet covers.
- Install safety locks on cleaning supply storage.
- Do not carry hot items while carrying your child.
- Test bath water before placing your child in the tub.
- Check the temperature of heated beverages before giving them to your child.
- Keep matches and lighters away from your children.",Teach children to avoid hot surfaces. Use outlet covers and safety locks on cleaning supply storage. Do not carry hot items while carrying your child. Test bath water. Check temperature of heated beverages. Keep matches and lighters away. Test car seats and belt buckles in hot cars.,1.0,0.6972155994695542,0.9999999999,1.0
What are the general fire safety recommendations for all households?,"['## HOW DO I REDUCE MY RISK?\n- Install smoke detectors and ensure strict maintenance (change batteries) and testing to make sure they are working\n- General fire safety knowledge and family training\n- Fire escape plans and practice drills\n- Have your fireplace professionally cleaned and inspected yearly\n- Fire extinguisher on every floor and training on how to operate\n- Careful use of space heaters\n- Keep pot and pan handles turned toward the back of the stove while cooking\n- If you have small children\n- Teach children to avoid hot surfaces (stove, campfires, fireworks)\n- Outlet covers\n- Safety locks on cleaning supply storage\n- Do not carry hot items while carrying your child\n- Test bath water before placing your child in the tub\n- Check the temperature of heated beverages before giving them to your child\n- Keep matches and lighters away from your children\n- Test car seats and belt buckles when getting into a hot car\n- If working in a profession with a high risk of burn potential, follow all safety regulations', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", '## Purposes of dressing-\n- To protect thewound\n- To control/ stop bleeding\n- To apply medication\n- To absorb excess moisture / discharges from  the wound\n- To prevent infection\n- To prevent further injury\n- To promote healing\n- Provide comfort']","- Install smoke detectors and ensure strict maintenance (change batteries) and testing to make sure they are working.
- General fire safety knowledge and family training.
- Fire escape plans and practice drills.
- Have your fireplace professionally cleaned and inspected yearly.
- Fire extinguisher on every floor and training on how to operate.
- Careful use of space heaters.
- Keep pot and pan handles turned toward the back of the stove while cooking.
- Teach children to avoid hot surfaces (stove, campfires, fireworks).
- Use outlet covers and safety locks on cleaning supply storage.
- Do not carry hot items while carrying your child.
- Test bath water before placing your child in the tub.
- Check the temperature of heated beverages before giving them to your child.
- Keep matches and lighters away from your children.
- Test car seats and belt buckles when getting into a hot car.
- If working in a profession with a high risk of burn potential, follow all safety regulations.",Install and maintain smoke detectors. Practice fire safety knowledge and family training. Create fire escape plans and drills. Get fireplace professionally cleaned yearly. Keep fire extinguishers on every floor. Use space heaters carefully.,1.0,0.6500342042321433,0.9999999999,1.0
